FID,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Join_Cou_2,TARGET_F_2,YDBH,DWJD,DWWD,HG,AS2,PB,CD,CR,NI,ph,CEC,JHXYJZL,ECA,EMG,ENA,EK,SRXYZL,DDL,OM,TN,TP,TK,AP,SK,AK,AS1,ASI,AFE,AMN,ACU,AZN,AB,AMO,TRRZPJZ,sand,silt,clay,TRZD,SBName,SGrt_JZg,YL,TS,SSpe_JZg,XZQDM,行政区名称,行政区,BSM,YSDM,TBYBH,TBBH,dlbm,二级地类,ZLDWDM,ZLDWMC,面积,GZCHD,一级地类
0,1,0,1,0,1,0,4109280102000195,114.954447999999999,35.650427000000001,0.039000000000000,10.400000000000000,17.899999999999999,0.140000000000000,60.600000000000001,17.899999999999999,2,11.600000000000000,9.170000000000000,6.040000000000000,2.660000000000000,0.200000000000000,0.270000000000000,0.719000000000000,0.167000000000000,15.4,0.990000000000000,0.830000000000000,19.300000000000001,9.109999999999999,916.000000000000000,112.000000000000000,11.500000000000000,0.000000000000000,9.090000000000000,18.800000000000001,1.530000000000000,0.880000000000000,0.310000000000000,0.122000000000000,1.390000000000000,80.400000000000006,9.100000000000000,10.600000000000000,砂质壤土,潮土_脱潮土_脱潮壤土_脱潮底黏小两合土,潮土,脱潮土,脱潮壤土,脱潮底黏小两合土,410928111,新习镇,经开区,410928211000262341,2001010100,A6473,179,0102,水浇地,4109281112180000000,新习镇侯道口村,1,1,
1,1,1,1,1,1,1,4109280307000772,114.926873000000001,35.592767000000002,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.650000000000000,6.450000000000000,5.760000000000000,3.740000000000000,1.700000000000000,0.150000000000000,0.170000000000000,0.000000000000000,0.000000000000000,5.07,0.350000000000000,0.660000000000000,18.500000000000000,27.500000000000000,0.000000000000000,101.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.410000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_盐化潮土_硫酸盐潮土_硫酸盐轻盐化潮土,潮土,盐化潮土,硫酸盐潮土,硫酸盐轻盐化潮土,410928111,新习镇,经开区,410928211000187251,2001010100,A10738,174,0307,其他林地,4109281112290000000,新习镇姚庄村,2,2,
2,1,2,1,2,1,2,4109280201000008,114.961314999999999,35.682800000000000,0.041000000000000,9.240000000000000,23.899999999999999,0.150000000000000,43.600000000000001,23.899999999999999,0,7.440000000000000,6.840000000000000,4.160000000000000,1.980000000000000,0.150000000000000,0.550000000000000,0.240000000000000,0.068600000000000,9.89,0.630000000000000,1.000000000000000,17.100000000000001,30.899999999999999,728.000000000000000,218.000000000000000,5.920000000000000,0.000000000000000,8.800000000000001,5.960000000000000,1.820000000000000,1.760000000000000,0.700000000000000,0.062000000000000,1.330000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_典型潮土_石灰性潮砂土_砂质潮土,潮土,典型潮土,石灰性潮砂土,砂质潮土,410928111,新习镇,经开区,410928211000238746,2001010100,749,387,0102,水浇地,4109281112060000000,新习镇小堤村,3,3,
3,1,3,1,3,1,3,4109280307000780,114.904843000000000,35.591560999999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,8.510000000000000,7.650000000000000,5.000000000000000,2.320000000000000,0.190000000000000,0.140000000000000,0.000000000000000,0.000000000000000,10.6,0.730000000000000,0.760000000000000,18.000000000000000,10.600000000000000,0.000000000000000,73.099999999999994,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.090000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_典型潮土_石灰性潮砂土_砂质潮土,潮土,典型潮土,石灰性潮砂土,砂质潮土,410928111,新习镇,经开区,410928211000187259,2001010100,A10748,120,0307,其他林地,4109281112300000000,新习镇大韩村,4,4,
4,1,4,1,4,1,4,4109280102000079,114.946127000000004,35.635734999999997,0.036000000000000,13.800000000000001,22.000000000000000,0.210000000000000,44.000000000000000,22.000000000000000,8.630000000000001,13.400000000000000,13.199999999999999,8.390000000000001,4.170000000000000,0.330000000000000,0.340000000000000,0.855000000000000,0.186000000000000,15.5,1.010000000000000,0.990000000000000,20.500000000000000,31.600000000000001,970.000000000000000,110.000000000000000,14.100000000000000,0.000000000000000,10.900000000000000,20.199999999999999,1.850000000000000,2.320000000000000,0.520000000000000,0.137000000000000,1.300000000000000,90.099999999999994,5.000000000000000,5.000000000000000,砂土及壤质砂土,潮土_盐化潮土_硫酸盐潮土_硫酸盐轻盐化潮土,潮土,盐化潮土,硫酸盐潮土,硫酸盐轻盐化潮土,410928111,新习镇,经开区,410928211000032579,2001010100,A7528,105,0102,水浇地,4109281112440000000,新习镇西鹿斗村,5,5,
5,1,5,1,5,1,5,4109280102000785,114.895994999999999,35.635902000000002,0.023000000000000,9.699999999999999,18.300000000000001,0.170000000000000,39.100000000000001,18.300000000000001,8.699999999999999,7.700000000000000,5.770000000000000,4.910000000000000,1.500000000000000,0.100000000000000,0.280000000000000,0.414000000000000,0.089300000000000,10.2,0.690000000000000,1.070000000000000,18.399999999999999,51.399999999999999,693.000000000000000,104.000000000000000,2.520000000000000,0.000000000000000,16.899999999999999,15.800000000000001,1.610000000000000,3.970000000000000,0.570000000000000,0.063000000000000,1.380000000000000,82.900000000000006,8.400000000000000,8.600000000000000,砂质壤土,潮土_脱潮土_脱潮壤土_脱潮底砂小两合土,潮土,水稻土,脱潮壤土,脱潮底砂小两合土,410928111,新习镇,经开区,410928211000170139,2001010100, ,178,0102,水浇地,4109281112460000000,新习镇西焦二寨村,6,6,
6,1,6,1,6,1,6,4109280102000212,114.879647000000006,35.605510000000002,0.023000000000000,8.580000000000000,16.199999999999999,0.130000000000000,61.500000000000000,16.199999999999999,8.539999999999999,9.410000000000000,9.990000000000000,6.310000000000000,3.080000000000000,0.360000000000000,0.240000000000000,0.819000000000000,0.188000000000000,11,0.760000000000000,0.890000000000000,18.100000000000001,28.100000000000001,665.000000000000000,58.600000000000001,27.899999999999999,0.000000000000000,12.500000000000000,17.800000000000001,0.940000000000000,1.600000000000000,0.530000000000000,0.063000000000000,1.480000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_脱潮土_脱潮壤土_脱潮小两合土,潮土,脱潮土,脱潮壤土,脱潮小两合土,410928111,新习镇,经开区,410928211000031868,2001010100, ,100,0102,水浇地,4109281112310000000,新习镇南沙窝村,7,7,
7,1,7,1,7,1,7,4109280102000549,114.915797999999995,35.642901999999999,0.064000000000000,17.500000000000000,19.100000000000001,0.150000000000000,65.200000000000003,19.100000000000001,8.529999999999999,10.500000000000000,8.029999999999999,5.620000000000000,2.070000000000000,0.100000000000000,0.250000000000000,0.516000000000000,0.114000000000000,13.5,0.880000000000000,0.970000000000000,19.000000000000000,17.800000000000001,867.000000000000000,89.500000000000000,0.440000000000000,0.000000000000000,13.500000000000000,17.800000000000001,1.280000000000000,1.130000000000000,0.390000000000000,0.093000000000000,1.390000000000000,79.599999999999994,9.699999999999999,10.699999999999999,砂质壤土,潮土_脱潮土_脱潮壤土_脱潮小两合土,潮土,脱潮土,脱潮壤土,脱潮小两合土,410928111,新习镇,经开区,410928211000032643,2001010100, ,43,0102,水浇地,4109281112220000000,新习镇董凌平村,8,8,
8,1,8,1,8,1,8,4109280102000632,114.933284999999998,35.619416999999999,0.023000000000000,6.680000000000000,16.800000000000001,0.110000000000000,59.799999999999997,16.800000000000001,8.940000000000000,7.780000000000000,5.770000000000000,3.260000000000000,2.190000000000000,0.150000000000000,0.130000000000000,0.364000000000000,0.085200000000000,6.68,0.610000000000000,0.890000000000000,19.600000000000001,14.600000000000000,484.000000000000000,53.299999999999997,4.370000000000000,0.000000000000000,14.800000000000001,10.699999999999999,0.760000000000000,0.850000000000000,0.870000000000000,0.047000000000000,1.410000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_盐化潮土_硫酸盐潮土_硫酸盐轻盐化潮土,潮土,盐化潮土,硫酸盐潮土,硫酸盐轻盐化潮土,410928111,新习镇,经开区,410928211000169851,2001010100,A8796,119,0102,水浇地,4109281112250000000,新习镇常凌平村,9,9,
9,1,9,1,9,1,9,4109280102000245,114.909413000000001,35.644967999999999,0.027000000000000,10.100000000000000,17.199999999999999,0.110000000000000,55.500000000000000,17.199999999999999,8.510000000000000,9.359999999999999,7.360000000000000,5.100000000000000,1.890000000000000,0.150000000000000,0.230000000000000,0.535000000000000,0.129000000000000,11.4,0.800000000000000,0.930000000000000,18.600000000000001,20.899999999999999,769.000000000000000,69.900000000000006,9.500000000000000,0.000000000000000,8.510000000000000,17.600000000000001,6.900000000000000,1.460000000000000,0.550000000000000,0.131000000000000,1.490000000000000,77.500000000000000,12.199999999999999,10.300000000000001,砂质壤土,潮土_典型潮土_石灰性潮砂土_砂质潮土,潮土,棕红壤,石灰性潮砂土,砂质潮土,410928111,新习镇,经开区,410928211000033052,2001010100,A6884,21,0102,水浇地,4109281112340000000,新习镇后寨村,10,10,
10,1,10,1,10,1,10,4109280102000884,114.977568000000005,35.662038000000003,0.043000000000000,21.699999999999999,29.399999999999999,0.280000000000000,93.400000000000006,29.399999999999999,8.260000000000000,24.399999999999999,18.300000000000001,12.800000000000001,5.780000000000000,0.390000000000000,0.390000000000000,1.130000000000000,0.260000000000000,28.4,1.980000000000000,1.220000000000000,22.699999999999999,81.700000000000003,1097.000000000000000,273.000000000000000,20.699999999999999,0.000000000000000,14.400000000000000,34.799999999999997,2.710000000000000,8.910000000000000,0.440000000000000,0.200000000000000,1.190000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_典型潮土_石灰性潮黏土_底砂淤土,潮土,典型潮土,石灰性潮黏土,底砂淤土,410928111,新习镇,经开区,410928211000251307,2001010100,A5749/A5750/A5874,270,0102,水浇地,4109281112150000000,新习镇徐堤口村,11,11,
11,1,11,1,11,1,11,4109280102000519,114.878095000000002,35.609470000000002,0.028000000000000,8.900000000000000,19.800000000000001,0.170000000000000,48.299999999999997,19.800000000000001,8.500000000000000,8.970000000000001,7.180000000000000,4.720000000000000,2.050000000000000,0.240000000000000,0.170000000000000,0.666000000000000,0.170000000000000,10.8,0.740000000000000,0.870000000000000,17.600000000000001,23.600000000000001,636.000000000000000,57.100000000000001,24.199999999999999,0.000000000000000,9.900000000000000,15.900000000000000,1.050000000000000,2.970000000000000,0.500000000000000,0.079000000000000,1.370000000000000,91.500000000000000,5.300000000000000,3.100000000000000,砂土及壤质砂土,潮土_脱潮土_脱潮壤土_脱潮小两合土,潮土,脱潮土,脱潮壤土,脱潮小两合土,410928111,新习镇,经开区,410928211000262438,2001010100,5063,351,0102,水浇地,4109281112370000000,新习镇卢寨村,12,12,
12,1,12,1,12,1,12,4109280102000732,114.927102000000005,35.682523000000003,0.054000000000000,15.400000000000000,17.699999999999999,0.430000000000000,64.000000000000000,17.699999999999999,8.270000000000000,13.000000000000000,11.000000000000000,6.970000000000000,3.570000000000000,0.160000000000000,0.310000000000000,0.557000000000000,0.126000000000000,13,0.970000000000000,1.770000000000000,18.399999999999999,-999,885.000000000000000,94.599999999999994,8.060000000000000,0.000000000000000,27.100000000000001,20.800000000000001,-999,-999,0.770000000000000,0.117000000000000,1.410000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_脱潮土_脱潮壤土_脱潮小两合土,潮土,脱潮土,脱潮壤土,脱潮小两合土,410928111,新习镇,经开区,410928211000262641,2001010100,677,470,0102,水浇地,4109281112010000000,新习镇西别寨村,13,13,
13,1,13,1,13,1,13,4109280102000210,114.913880000000006,35.648539999999997,0.024000000000000,14.600000000000000,15.500000000000000,0.110000000000000,52.799999999999997,15.500000000000000,8.619999999999999,10.699999999999999,9.810000000000000,6.690000000000000,2.730000000000000,0.150000000000000,0.240000000000000,0.626000000000000,0.146000000000000,13.8,0.900000000000000,0.930000000000000,18.100000000000001,19.199999999999999,811.000000000000000,64.799999999999997,8.330000000000000,0.000000000000000,13.900000000000000,16.600000000000001,1.770000000000000,1.680000000000000,0.490000000000000,0.083000000000000,1.370000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_典型潮土_石灰性潮砂土_砂质潮土,潮土,典型潮土,石灰性潮砂土,砂质潮土,410928111,新习镇,经开区,410928211000032366,2001010100, ,72,0102,水浇地,4109281112110000000,新习镇中土垒头村,14,14,
14,1,14,1,14,1,14,4109280102000850,114.988270000000000,35.673372999999998,0.041000000000000,19.000000000000000,28.699999999999999,0.290000000000000,97.799999999999997,28.699999999999999,8.550000000000001,22.600000000000001,16.500000000000000,10.199999999999999,6.950000000000000,0.660000000000000,0.440000000000000,1.330000000000000,0.222000000000000,27.6,1.800000000000000,1.150000000000000,23.199999999999999,41.799999999999997,1199.000000000000000,328.000000000000000,21.500000000000000,0.000000000000000,12.500000000000000,29.100000000000001,2.580000000000000,1.250000000000000,0.420000000000000,0.228000000000000,1.120000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_典型潮土_石灰性潮黏土_底砂淤土,潮土,典型潮土,石灰性潮黏土,底砂淤土,410928111,新习镇,经开区,410928211000251219,2001010100, ,112,0102,水浇地,4109281112080000000,新习镇宋堤口村,15,15,
15,1,15,1,15,1,15,4109280102000722,114.929002999999994,35.602975000000001,0.028000000000000,7.390000000000000,18.199999999999999,0.120000000000000,41.600000000000001,18.199999999999999,8.710000000000001,7.870000000000000,6.420000000000000,3.440000000000000,2.580000000000000,0.250000000000000,0.110000000000000,0.999000000000000,0.280000000000000,10.3,0.700000000000000,0.800000000000000,19.199999999999999,18.199999999999999,554.000000000000000,48.100000000000001,25.600000000000001,0.000000000000000,-999,-999,0.930000000000000,1.030000000000000,0.760000000000000,0.043000000000000,1.330000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_盐化潮土_硫酸盐潮土_硫酸盐轻盐化潮土,潮土,盐化潮土,硫酸盐潮土,硫酸盐轻盐化潮土,410928111,新习镇,经开区,410928211000262409,2001010100,A10036,225,0102,水浇地,4109281112290000000,新习镇姚庄村,16,16,
16,1,16,1,16,1,16,4109280102000659,114.961972000000003,35.684285000000003,0.025000000000000,13.100000000000000,16.699999999999999,0.130000000000000,35.399999999999999,16.699999999999999,8.590000000000000,10.600000000000000,7.820000000000000,5.920000000000000,1.890000000000000,0.070000000000000,0.260000000000000,0.586000000000000,0.140000000000000,13.1,0.850000000000000,0.850000000000000,18.699999999999999,12.500000000000000,893.000000000000000,97.599999999999994,10.300000000000001,0.000000000000000,11.000000000000000,17.399999999999999,2.550000000000000,1.520000000000000,0.280000000000000,0.082000000000000,1.360000000000000,81.400000000000006,8.300000000000001,10.199999999999999,砂质壤土,潮土_典型潮土_石灰性潮砂土_砂质潮土,潮土,典型潮土,石灰性潮砂土,砂质潮土,410928111,新习镇,经开区,410928211000135300,2001010100, ,27,0102,水浇地,4109281112060000000,新习镇小堤村,17,17,
17,1,17,1,17,1,17,4109280102000867,114.889615000000006,35.599142000000001,0.018000000000000,7.600000000000000,17.100000000000001,0.110000000000000,59.000000000000000,17.100000000000001,8.750000000000000,7.620000000000000,6.380000000000000,4.480000000000000,1.640000000000000,0.090000000000000,0.170000000000000,0.434000000000000,0.098800000000000,8.43,0.560000000000000,0.920000000000000,18.399999999999999,18.000000000000000,562.000000000000000,54.899999999999999,2.610000000000000,0.000000000000000,7.100000000000000,14.300000000000001,0.900000000000000,1.230000000000000,0.290000000000000,0.048000000000000,1.420000000000000,83.400000000000006,8.199999999999999,8.400000000000000,砂质壤土,潮土_典型潮土_石灰性潮砂土_砂质潮土,潮土,典型潮土,石灰性潮砂土,砂质潮土,410928111,新习镇,经开区,410928211000169945,2001010100, ,157,0102,水浇地,4109281112310000000,新习镇南沙窝村,18,18,
18,1,18,1,18,1,18,4109280102000126,114.874809999999997,35.622055000000003,0.023000000000000,11.199999999999999,17.199999999999999,0.120000000000000,62.100000000000001,17.199999999999999,8.560000000000000,11.100000000000000,11.000000000000000,7.450000000000000,2.990000000000000,0.220000000000000,0.310000000000000,0.719000000000000,0.159000000000000,15.2,0.980000000000000,0.970000000000000,18.899999999999999,52.100000000000001,1001.000000000000000,102.000000000000000,6.320000000000000,0.000000000000000,26.100000000000001,21.399999999999999,6.840000000000000,5.490000000000000,0.650000000000000,0.115000000000000,1.400000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_脱潮土_脱潮壤土_脱潮小两合土,潮土,脱潮土,脱潮壤土,脱潮小两合土,410928111,新习镇,经开区,410928211000251497,2001010100,ZZ3842/A8751/A8867,111,0102,水浇地,4109281112360000000,新习镇杜寨村,19,19,
